log_name,tag,hidden_size,hidden_layers,epochs,batch_size,train_loss,train_acc,val_loss,val_acc
"2024-05-13_13:45:43_bs=32,e=20,hl=2,hs=64",depth_and_size_experimentation,64,2,9,32,0.5133814592285761,0.8112063407897949,0.5767024143536885,0.7952380776405334
"2024-05-13_13:45:43_bs=32,e=20,hl=2,hs=64",depth_and_size_experimentation,64,2,10,32,0.5073826204027448,0.8152381181716919,0.5788576314562843,0.7951428294181824
"2024-05-13_13:45:43_bs=32,e=20,hl=2,hs=64",depth_and_size_experimentation,64,2,11,32,0.4913598486620282,0.8169841170310974,0.5390399922189258,0.8117619156837463
"2024-05-13_13:45:43_bs=32,e=20,hl=2,hs=64",depth_and_size_experimentation,64,2,12,32,0.4928381125283619,0.8191111087799072,0.5534505379994711,0.8121428489685059
"2024-05-13_13:45:43_bs=32,e=20,hl=2,hs=64",depth_and_size_experimentation,64,2,13,32,0.4859074948098924,0.8224444389343262,0.5589483423999377,0.8111428618431091
"2024-05-13_13:45:43_bs=32,e=20,hl=2,hs=64",depth_and_size_experimentation,64,2,14,32,0.4718077206460256,0.8261269927024841,0.5623643030481679,0.8128571510314941
"2024-05-13_13:45:43_bs=32,e=20,hl=2,hs=64",depth_and_size_experimentation,64,2,15,32,0.4725397377089849,0.8258412480354309,0.5596174836385818,0.8130000233650208
"2024-05-13_13:45:43_bs=32,e=20,hl=2,hs=64",depth_and_size_experimentation,64,2,16,32,0.4674110924431255,0.8279365301132202,0.5308909030982426,0.8247143030166626
"2024-05-13_13:45:43_bs=32,e=20,hl=2,hs=64",depth_and_size_experimentation,64,2,17,32,0.4616696265311468,0.8306984305381775,0.5776455854915438,0.8086666464805603
"2024-05-13_13:45:43_bs=32,e=20,hl=2,hs=64",depth_and_size_experimentation,64,2,18,32,0.4562991008645012,0.8327618837356567,0.5416197643166497,0.8183809518814087
"2024-05-13_13:45:43_bs=32,e=20,hl=2,hs=64",depth_and_size_experimentation,64,2,19,32,0.4550124226013819,0.8347301483154297,0.6040309072463286,0.7978571653366089
"2024-05-13_13:45:43_bs=32,e=20,hl=2,hs=64",depth_and_size_experimentation,64,2,20,32,0.4557270241881174,0.8350158929824829,0.6130192363943372,0.8014761805534363
"2024-05-13_13:46:26_bs=32,e=20,hl=2,hs=128",depth_and_size_experimentation,128,2,1,32,0.9820841387075092,0.6877142786979675,0.7000910812105451,0.7408571243286133
"2024-05-13_13:46:26_bs=32,e=20,hl=2,hs=128",depth_and_size_experimentation,128,2,2,32,0.6614584418629843,0.7550793886184692,0.6004639315605164,0.78509521484375
"2024-05-13_13:46:26_bs=32,e=20,hl=2,hs=128",depth_and_size_experimentation,128,2,3,32,0.6038092826283167,0.7780317664146423,0.5864078927210399,0.7838095426559448
"2024-05-13_13:46:26_bs=32,e=20,hl=2,hs=128",depth_and_size_experimentation,128,2,4,32,0.5601454851665194,0.7911111116409302,0.5695912204015823,0.7909047603607178
"2024-05-13_13:46:26_bs=32,e=20,hl=2,hs=128",depth_and_size_experimentation,128,2,5,32,0.5459646361574294,0.8003809452056885,0.5607104750701359,0.7929047346115112
"2024-05-13_13:46:26_bs=32,e=20,hl=2,hs=128",depth_and_size_experimentation,128,2,6,32,0.5313425507923913,0.8036507964134216,0.5799336498124259,0.7975237965583801
"2024-05-13_13:46:26_bs=32,e=20,hl=2,hs=128",depth_and_size_experimentation,128,2,7,32,0.5302604395737723,0.8037777543067932,0.561824357850211,0.8050952553749084
"2024-05-13_13:46:26_bs=32,e=20,hl=2,hs=128",depth_and_size_experimentation,128,2,8,32,0.5171768725864471,0.8120635151863098,0.5402980716114952,0.8052856922149658
"2024-05-13_13:46:26_bs=32,e=20,hl=2,hs=128",depth_and_size_experimentation,128,2,9,32,0.5024356507460276,0.8132063746452332,0.57121346839269,0.8065237998962402
"2024-05-13_13:46:26_bs=32,e=20,hl=2,hs=128",depth_and_size_experimentation,128,2,10,32,0.5004267649650573,0.8157777786254883,0.5595408407392956,0.8056666851043701
"2024-05-13_13:46:26_bs=32,e=20,hl=2,hs=128",depth_and_size_experimentation,128,2,11,32,0.4893764340243642,0.8212063312530518,0.5725964831851778,0.8059999942779541
"2024-05-13_13:46:26_bs=32,e=20,hl=2,hs=128",depth_and_size_experimentation,128,2,12,32,0.4671559587206159,0.827396810054779,0.5977574465005171,0.8080952167510986
"2024-05-13_13:46:26_bs=32,e=20,hl=2,hs=128",depth_and_size_experimentation,128,2,13,32,0.4670136732071165,0.8288888931274414,0.5670789765176318,0.8087618947029114
"2024-05-13_13:46:26_bs=32,e=20,hl=2,hs=128",depth_and_size_experimentation,128,2,14,32,0.4703653476086873,0.8286666870117188,0.5399029932476226,0.8135714530944824
"2024-05-13_13:46:26_bs=32,e=20,hl=2,hs=128",depth_and_size_experimentation,128,2,15,32,0.458320396972081,0.8309206366539001,0.534881079242343,0.8172857165336609
"2024-05-13_13:46:26_bs=32,e=20,hl=2,hs=128",depth_and_size_experimentation,128,2,16,32,0.4485653886832888,0.8356508016586304,0.5562962460517883,0.808571457862854
"2024-05-13_13:46:26_bs=32,e=20,hl=2,hs=128",depth_and_size_experimentation,128,2,17,32,0.4426524894578116,0.8380634784698486,0.5356071456954593,0.8223333358764648
"2024-05-13_13:46:26_bs=32,e=20,hl=2,hs=128",depth_and_size_experimentation,128,2,18,32,0.4427124181550647,0.8356508016586304,0.5405316497768674,0.8180476427078247
"2024-05-13_13:46:26_bs=32,e=20,hl=2,hs=128",depth_and_size_experimentation,128,2,19,32,0.4335641507875352,0.8396825194358826,0.562474045969191,0.8152381181716919
"2024-05-13_13:46:26_bs=32,e=20,hl=2,hs=128",depth_and_size_experimentation,128,2,20,32,0.43145485961248,0.8425079584121704,0.5683651592845008,0.8159999847412109
"2024-05-13_13:47:15_bs=32,e=20,hl=2,hs=256",depth_and_size_experimentation,256,2,1,32,1.03081730118252,0.6950793862342834,0.6809474782603128,0.755142867565155
"2024-05-13_13:47:15_bs=32,e=20,hl=2,hs=256",depth_and_size_experimentation,256,2,2,32,0.6531737799947224,0.7599682807922363,0.5944377669039227,0.7790952324867249
"2024-05-13_13:47:15_bs=32,e=20,hl=2,hs=256",depth_and_size_experimentation,256,2,3,32,0.5906965097699847,0.7813968062400818,0.5589037184488206,0.7954285740852356
"2024-05-13_13:47:15_bs=32,e=20,hl=2,hs=256",depth_and_size_experimentation,256,2,4,32,0.5619733558382307,0.7911428809165955,0.5487145006088984,0.7984285950660706
"2024-05-13_13:47:15_bs=32,e=20,hl=2,hs=256",depth_and_size_experimentation,256,2,5,32,0.5451266676168594,0.7971428632736206,0.5582341957092285,0.7946190237998962
"2024-05-13_13:47:15_bs=32,e=20,hl=2,hs=256",depth_and_size_experimentation,256,2,6,32,0.5315599689199811,0.8065714240074158,0.5665855330285572,0.7941428422927856
"2024-05-13_13:47:15_bs=32,e=20,hl=2,hs=256",depth_and_size_experimentation,256,2,7,32,0.5165601781095778,0.8119999766349792,0.5529597074871971,0.8045238256454468
"2024-05-13_13:47:15_bs=32,e=20,hl=2,hs=256",depth_and_size_experimentation,256,2,8,32,0.503807629925864,0.8154603242874146,0.5819434392565772,0.7971428632736206
"2024-05-13_13:47:15_bs=32,e=20,hl=2,hs=256",depth_and_size_experimentation,256,2,9,32,0.4884591471883985,0.8203492164611816,0.5332458521212851,0.811904788017273
"2024-05-13_13:47:15_bs=32,e=20,hl=2,hs=256",depth_and_size_experimentation,256,2,10,32,0.4848423942384265,0.8226984143257141,0.5510085929234823,0.8052856922149658
"2024-05-13_13:47:15_bs=32,e=20,hl=2,hs=256",depth_and_size_experimentation,256,2,11,32,0.4818327721035669,0.8250793814659119,0.5292531703767323,0.8124285936355591
"2024-05-13_13:47:15_bs=32,e=20,hl=2,hs=256",depth_and_size_experimentation,256,2,12,32,0.4619393632601178,0.8292698264122009,0.524642237663269,0.8137142658233643
"2024-05-13_13:47:15_bs=32,e=20,hl=2,hs=256",depth_and_size_experimentation,256,2,13,32,0.4561902963850233,0.8335238099098206,0.5306166517166865,0.810952365398407
"2024-05-13_13:47:15_bs=32,e=20,hl=2,hs=256",depth_and_size_experimentation,256,2,14,32,0.4466835126309167,0.8348888754844666,0.5235854593004499,0.8172380924224854
"2024-05-13_13:47:15_bs=32,e=20,hl=2,hs=256",depth_and_size_experimentation,256,2,15,32,0.4584575041702815,0.8310475945472717,0.5257763017359234,0.8168571591377258
